Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total_x,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total_y
2021,3,Entre Ríos,74.0,129.0,20.0,24.0,13.0,260.0,107.0,3.024,61354.0,59.776,39.114,16.284,67961.0,12.755,260375.0
2021,3,Formosa,18.0,14.0,5.0,16.0,171.0,53.0,381.0,0.0,22778.0,7.142,6.978,1.192,12707.0,1.617,52795.0
2021,3,Jujuy,24.0,61.0,20.0,3.0,4.0,111.0,48.0,175.0,23884.0,16.417,37.755,561.0,29917.0,2.401,111158.0
2021,3,La Pampa,9.0,58.0,18.0,14.0,1.0,100.0,298.0,313.0,65063.0,7.395,8.737,4.023,10506.0,4.152,100487.0
2021,3,La Rioja,11.0,55.0,9.0,7.0,30.0,82.0,18.0,1.0,5366.0,5.979,23.315,4.868,42613.0,0.0,82160.0
2021,3,Mendoza,91.0,71.0,71.0,22.0,828.0,256.0,36.0,31.0,151871.0,12.64,62.628,7.596,21087.0,50.0,255939.0
2021,3,Misiones,43.0,89.0,11.0,7.0,8.0,159.0,51.0,5.0,41932.0,25.099,26.079,14.792,42291.0,8.279,158528.0
2021,3,Neuquén,30.0,74.0,16.0,19.0,640.0,140.0,112.0,327.0,57441.0,8.566,6.234,3.631,57919.0,5.579,139809.0
2021,3,Río Negro,48.0,45.0,19.0,15.0,18.0,145.0,125.0,557.0,68991.0,3.73,14.88,2.282,34011.0,20.009,144585.0
2021,3,Salta,49.0,98.0,36.0,6.0,6.0,196.0,101.0,20.0,41431.0,70.104,6.962,3.878,67010.0,6.327,195833.0
2021,3,San Juan,40.0,13.0,7.0,11.0,8.0,79.0,18.0,333.0,59873.0,752.0,13.25,338.0,278.0,4.641,79483.0
2021,3,San Luis,8.0,12.0,27.0,69.0,29.0,118.0,60.0,0.0,11552.0,2.405,6.491,67.942,22.0,29.392,117864.0
2021,3,Santa Cruz,12.0,23.0,6.0,4.0,3.0,49.0,50.0,0.0,30561.0,8.365,6.799,1.788,678.0,735.0,48976.0
2021,3,Santa Fe,246.0,443.0,93.0,43.0,16.0,842.0,467.0,579.0,193207.0,201.25,83.941,55.08,290793.0,16.267,841584.0
2021,3,Santiago Del Estero,20.0,86.0,909.0,6.0,3.0,115.0,123.0,909.0,32752.0,61.838,11.274,801.0,6863.0,898.0,115458.0
2021,3,Tierra Del Fuego,13.0,37.0,6.0,16.0,390.0,50.0,17.0,0.0,23723.0,13.397,9.782,1.433,976.0,895.0,50223.0
2021,3,Tucumán,104.0,54.0,71.0,2.0,743.0,232.0,32.0,97.0,39446.0,50.293,21.986,5.3,115154.0,164.0,232472.0
2021,2,Buenos Aires,603.0,3.0,854.0,114.0,58.0,4.0,37.192,31.178,1096049.0,244.001,140.322,236.897,2337604.0,9.108,4132351.0
